tarifa,fecha,tarjeta_id,ruleta_id
2.5,2019-09-14 10:58:43,24,554
2.5,2018-09-22 11:29:42,300,306
2.5,2017-05-20 20:22:58,46,335
2.5,2017-04-01 05:18:25,30,398
2.5,2017-04-18 09:20:32,77,987
2.5,2017-09-26 17:57:46,295,466
2.5,2016-02-17 19:50:09,40,256
2.5,2018-12-10 19:26:22,29,627
2.5,2018-12-28 04:17:00,205,322
2.5,2018-09-06 10:05:38,102,269
2.5,2019-08-29 15:19:16,265,755
2.5,2016-03-08 13:24:26,120,966
2.5,2016-03-22 00:24:07,112,364
2.5,2019-09-29 21:55:06,96,49
2.5,2019-04-02 01:41:56,25,722
2.5,2018-04-28 08:07:29,286,149
2.5,2015-12-17 09:29:20,292,904
2.5,2016-03-10 19:40:00,189,434
2.5,2018-04-04 11:21:56,86,221
2.5,2015-11-27 03:38:44,245,561
2.5,2016-08-26 13:28:43,3,326
2.5,2019-07-09 04:44:00,133,452
2.5,2016-01-08 23:51:39,46,7
2.5,2019-06-09 06:13:08,227,301
2.5,2019-05-17 02:37:09,166,908
2.5,2018-01-26 17:49:34,236,772
2.5,2015-11-27 13:47:34,105,374
2.5,2016-06-19 23:34:57,184,764
2.5,2017-08-04 02:06:58,208,306
2.5,2017-08-04 09:18:31,92,637
2.5,2016-02-21 19:50:44,279,60
2.5,2017-12-01 21:01:07,145,755
2.5,2018-03-02 19:43:05,226,660
2.5,2018-10-07 12:13:56,39,1035
2.5,2019-10-19 20:35:20,158,58
2.5,2017-10-03 17:23:32,285,32
2.5,2018-10-25 23:05:38,144,473
2.5,2015-11-20 04:29:38,120,2
1.0,2017-10-10 23:52:32,98,1062
1.0,2018-01-04 19:14:27,100,1052
1.0,2017-02-14 21:53:53,261,1055
1.0,2017-07-28 02:31:22,8,1044
1.0,2017-09-10 18:15:31,62,1059
1.0,2017-01-02 06:16:59,257,1052
1.0,2017-05-23 20:02:11,49,1055
1.0,2016-09-03 02:49:13,63,1064
1.0,2019-03-20 10:40:43,120,1061
1.0,2018-12-21 20:17:44,263,1045
1.0,2016-07-07 17:46:03,270,1063
1.0,2018-09-23 00:17:32,5,1053
1.0,2016-05-25 21:08:10,193,1055
1.0,2019-07-22 10:35:37,28,1062
1.0,2017-11-28 02:14:21,237,1055
1.0,2018-04-04 07:59:46,283,1063
1.0,2019-04-01 07:39:18,82,1062
1.0,2017-12-02 02:30:37,204,1047
1.0,2016-01-24 22:34:00,259,1048
1.0,2016-01-31 20:07:25,45,1060
1.0,2017-09-29 20:00:57,169,1065
1.0,2018-09-04 08:16:10,20,1059
1.0,2018-12-27 22:27:11,299,1064
1.0,2017-05-05 03:03:33,73,1062
1.0,2017-05-02 08:38:54,91,1065
1.0,2016-02-20 20:17:22,197,1055
1.0,2017-07-15 06:40:25,235,1057
1.0,2015-11-29 09:24:46,48,1054
1.0,2017-09-25 16:19:55,116,1062
1.0,2017-03-07 06:32:01,201,1065
1.0,2018-02-02 01:11:30,270,1047
1.0,2016-06-08 01:28:53,251,1048
1.0,2019-02-18 20:19:50,102,1064
1.0,2016-04-27 14:57:42,87,1052
1.0,2017-06-17 06:37:12,166,1061
1.0,2019-10-10 10:13:22,285,1049
1.0,2019-09-24 17:17:44,39,1065
1.0,2016-08-09 20:51:29,204,1050
1.0,2019-11-01 00:25:51,298,1054
1.0,2018-05-11 15:22:52,189,1059
1.0,2018-07-01 17:38:12,126,1065
1.0,2018-02-12 01:54:30,284,1060
1.0,2017-03-21 04:07:08,118,1049
1.0,2016-12-16 01:19:20,124,1054
1.0,2018-06-09 03:46:22,274,1062
1.0,2018-05-17 05:05:42,112,1065
1.0,2018-03-15 23:24:59,133,1057
1.0,2018-10-23 19:08:40,59,1064
1.0,2018-07-16 16:22:40,71,1065
1.0,2018-08-17 19:40:53,251,1055
1.0,2017-04-13 04:55:41,37,1049
1.0,2019-06-28 10:06:27,25,1049
1.0,2019-05-24 15:54:43,288,1056
1.0,2017-11-24 02:06:40,212,1066
1.0,2017-08-11 14:10:24,267,1057
1.0,2016-07-09 07:51:34,207,1044
1.0,2018-06-30 19:32:03,257,1052
1.0,2017-11-17 04:25:33,109,1061
1.0,2019-03-21 04:16:55,121,1057
1.0,2017-02-04 02:34:16,27,1063
1.0,2017-07-26 02:40:34,237,1048
1.0,2019-03-23 17:16:47,23,1057
1.0,2019-04-24 13:30:58,24,1055
1.0,2016-06-29 19:46:27,20,1059
1.0,2017-05-01 10:37:15,235,1057
1.0,2018-11-03 09:49:01,54,1066
1.0,2018-05-29 13:06:27,88,1063
1.0,2017-04-11 06:02:20,224,1066
1.0,2016-03-01 19:46:08,68,1048
1.0,2016-06-22 04:35:21,178,1050
1.0,2017-09-02 20:48:50,90,1046
1.0,2019-08-23 23:02:52,94,1049
1.0,2018-11-13 14:40:37,9,1052
1.0,2019-07-23 20:46:39,274,1058
1.0,2016-05-29 03:28:55,140,1051
1.0,2019-02-24 05:26:25,72,1046
1.0,2016-10-12 05:42:14,169,1047
1.0,2018-04-25 04:01:31,291,1060
1.0,2016-09-18 18:53:52,236,1058
1.0,2016-03-11 11:12:49,99,1054
1.0,2017-07-03 01:44:35,43,1066
1.0,2018-12-28 19:45:35,220,1051
1.0,2016-11-30 13:49:38,25,1052
1.0,2019-01-15 11:38:51,22,1054
1.0,2018-08-01 09:37:52,207,1051
1.0,2016-07-28 04:56:38,77,1060
1.0,2016-08-21 07:55:02,71,1053
1.0,2015-12-23 01:26:30,199,1058
1.0,2017-09-04 07:41:41,184,1056
1.0,2017-07-09 22:19:13,242,1046
1.0,2016-08-22 17:36:57,81,1062
1.0,2019-08-06 08:08:35,152,1066
1.0,2018-07-07 08:36:35,55,1050
1.0,2019-04-19 04:05:32,158,1049
1.0,2018-04-30 06:55:58,3,1056
1.0,2017-05-15 19:25:41,290,1060
1.0,2018-10-29 06:26:08,283,1063
1.0,2016-05-31 07:16:49,147,1062
1.0,2017-09-19 19:04:58,56,1065
1.0,2016-12-24 05:22:23,109,1063
1.0,2016-09-07 03:32:56,58,1062
1.0,2017-05-31 16:08:33,259,1057
1.0,2017-05-19 15:31:22,153,1044
1.0,2018-08-07 10:02:37,34,1065
1.0,2019-10-19 12:07:45,126,1047
1.0,2017-01-09 00:43:06,257,1063
1.0,2018-03-06 05:31:35,75,1059
1.0,2018-08-18 14:43:53,93,1065
1.0,2019-11-13 12:16:11,19,1051
1.0,2017-01-16 21:35:25,60,1048
1.0,2017-06-10 10:06:49,112,1059
1.0,2016-08-03 17:24:09,224,1045
1.0,2016-01-18 20:00:35,130,1060
1.0,2016-04-11 04:41:13,34,1054
1.0,2018-11-14 12:10:59,172,1061
1.0,2019-04-26 14:29:00,134,1059
1.0,2019-07-04 22:20:47,298,1062
1.0,2017-01-09 18:23:39,260,1062
1.0,2017-01-27 06:38:40,78,1055
1.0,2019-07-17 04:40:57,229,1062
1.0,2018-11-15 01:58:17,137,1059
1.0,2018-04-29 15:55:48,21,1048
1.0,2018-07-13 09:47:54,232,1058
1.0,2018-02-27 17:23:32,101,1051
1.0,2018-07-14 08:37:58,95,1056
1.0,2016-06-24 12:18:51,69,1050
1.0,2018-01-05 13:42:09,155,1045
1.0,2019-06-20 15:03:31,224,1047
1.0,2018-11-09 04:31:23,283,1049
1.0,2015-12-09 10:15:36,58,1054
1.0,2018-01-12 19:04:39,123,1061
1.0,2017-01-09 12:22:07,256,1047
1.0,2018-06-10 06:42:29,229,1064
1.0,2018-06-07 04:46:34,150,1049
1.0,2017-05-17 13:38:22,247,1050
1.0,2017-04-28 16:13:02,143,1055
1.0,2016-05-23 02:42:54,259,1057
1.0,2017-05-01 15:00:46,107,1045
1.0,2016-07-18 20:28:04,213,1054
1.0,2016-06-13 04:47:19,13,1045
1.0,2018-07-22 05:06:09,252,1048
1.0,2018-11-23 02:00:19,86,1054
1.0,2017-02-04 17:02:38,147,1056
1.0,2019-11-05 17:46:53,153,1052
1.0,2017-05-20 19:03:30,33,1060
1.0,2017-12-11 18:10:34,293,1044
1.0,2016-03-12 03:05:16,81,1052
1.0,2017-03-29 23:04:12,143,1064
1.0,2016-05-24 08:35:35,6,1064
1.0,2016-10-14 05:39:01,53,1059
1.0,2016-02-14 04:13:00,160,1044
1.0,2019-11-05 05:42:04,157,1045
1.0,2016-05-30 03:16:43,142,1052
1.0,2016-09-18 01:11:43,289,1054
1.0,2018-08-18 20:56:05,259,1051
1.0,2016-04-27 09:21:47,19,1066
1.0,2018-10-20 20:11:12,155,1049
1.0,2019-02-03 15:35:37,202,1051
1.0,2016-09-05 19:52:56,174,1046
1.0,2016-03-07 10:34:58,178,1062
1.0,2018-02-28 03:30:32,281,1063
1.0,2018-02-16 23:17:38,226,1044
1.0,2017-11-03 21:36:16,140,1049
1.0,2016-01-09 07:20:20,41,1052
1.0,2016-04-27 13:36:11,13,1044
1.0,2019-10-28 11:47:40,85,1058
1.0,2017-03-02 14:35:15,249,1063
1.0,2018-08-15 00:55:56,247,1060
1.0,2019-05-02 21:36:16,129,1054
1.0,2019-04-15 13:32:21,270,1062
1.0,2016-06-02 10:29:35,80,1061
1.0,2016-02-12 00:19:39,101,1054
1.0,2017-08-09 19:38:00,250,1046
1.0,2017-05-25 05:01:07,103,1066
1.0,2016-08-15 04:12:33,207,1057
1.0,2018-06-09 12:16:34,278,1044
1.0,2019-06-03 17:42:07,47,1049
1.0,2016-05-13 02:49:58,50,1051
1.0,2016-03-25 02:52:01,16,1047
1.0,2016-04-04 02:39:30,296,1053
1.0,2016-03-09 11:26:23,69,1057
1.0,2018-01-26 21:24:19,105,1060
1.0,2017-07-10 06:47:17,194,1065
1.0,2016-03-13 14:31:04,58,1053
1.0,2019-06-24 07:05:26,258,1049
1.0,2016-01-28 19:34:26,62,1052
1.0,2017-08-17 11:39:22,145,1055
1.0,2018-10-11 16:06:25,106,1053
1.0,2016-06-14 16:48:58,183,1045
1.0,2017-04-22 12:21:44,50,1057
1.0,2018-07-17 01:05:58,132,1062
1.0,2015-11-21 08:33:41,214,1058
1.0,2018-05-11 11:38:28,156,1059
1.0,2017-11-08 04:23:09,71,1044
1.0,2016-01-26 01:08:21,297,1061
1.0,2019-01-08 03:22:35,290,1056
1.0,2016-07-25 17:20:11,76,1046
1.0,2016-03-12 23:09:52,57,1065
1.0,2017-12-15 14:13:46,250,1055
1.0,2018-09-03 02:47:28,13,1063
1.0,2018-09-18 15:42:55,114,1044
1.0,2018-03-23 05:52:53,130,1055
1.0,2016-12-15 01:28:17,36,1049
1.0,2015-12-23 16:13:51,257,1048
1.0,2018-03-29 14:06:28,299,1056
1.0,2017-07-20 13:10:32,116,1052
1.0,2016-06-12 20:22:41,74,1064
1.0,2018-05-10 23:42:08,210,1044
1.0,2019-01-07 11:58:00,223,1061
1.0,2017-05-02 09:19:44,181,1052
1.0,2019-08-06 10:21:09,111,1056
1.0,2016-02-24 11:32:22,138,1064
1.0,2016-06-07 04:04:54,29,1053
1.0,2018-04-29 11:56:30,226,1062
1.0,2017-02-15 10:26:56,198,1066
1.0,2019-08-16 13:50:10,186,1061
1.0,2017-10-03 08:20:47,129,1054
1.0,2016-06-18 09:34:31,39,1053
1.0,2018-08-22 23:22:56,24,1056
1.0,2016-10-03 19:15:14,93,1061
1.0,2015-12-24 21:18:40,283,1056
1.0,2017-12-26 00:59:37,207,1056
1.0,2017-12-12 18:46:49,15,1054
1.0,2016-09-14 18:23:59,258,1060
1.0,2019-01-16 14:45:48,242,1057
1.0,2019-11-20 21:15:39,177,1049
1.0,2015-12-09 01:56:58,225,1066
1.0,2016-03-08 08:17:50,297,1058
1.0,2019-08-26 14:01:18,247,1065
1.0,2016-04-04 05:13:13,197,1063
1.0,2016-04-17 02:01:17,284,1053
1.0,2016-12-02 20:56:54,287,1054
1.0,2019-07-04 07:44:52,34,1065
1.0,2016-05-11 08:15:35,228,1060
1.0,2018-10-23 22:47:46,275,1059
1.0,2017-12-03 00:59:53,154,1058
1.0,2018-02-07 17:30:58,27,1049
1.0,2019-02-13 06:56:10,9,1057
1.0,2019-08-10 04:43:18,216,1062
1.0,2015-12-23 20:09:06,236,1051
1.0,2016-07-27 19:39:01,218,1051
1.0,2019-01-14 21:13:50,37,1060
1.0,2015-11-15 00:07:22,40,1056
1.0,2017-12-06 15:23:08,218,1060
1.0,2017-08-13 05:58:30,181,1049
1.0,2017-04-29 11:57:55,136,1064
1.0,2017-10-30 09:32:55,266,1056
1.0,2017-12-09 03:37:55,252,1045
1.0,2016-05-06 06:01:31,60,1047
1.0,2017-06-02 23:57:06,89,1054
1.0,2017-07-11 02:13:30,204,1065
1.0,2017-04-22 14:06:44,100,1057
1.0,2019-05-01 00:26:16,226,1055
1.0,2017-11-14 02:46:41,101,1060
1.0,2016-02-26 04:42:53,240,1063
1.0,2017-06-10 12:05:51,103,1062
1.0,2019-07-01 01:29:40,154,1063
1.0,2016-10-01 22:16:35,170,1059
1.0,2017-02-15 06:16:09,16,1049
1.0,2017-11-20 15:05:24,97,1048
1.0,2019-01-22 21:37:07,124,1054
1.0,2019-03-26 20:52:25,113,1047
1.0,2017-09-04 21:18:29,180,1058
1.0,2018-05-24 10:23:24,289,1065
1.0,2016-02-17 23:10:52,275,1059
1.0,2019-10-13 07:18:58,296,1046
1.0,2017-08-26 05:00:52,290,1066
1.0,2018-12-20 14:41:36,58,1049
1.0,2016-04-14 16:08:27,177,1060
1.0,2017-06-01 08:08:05,119,1049
1.0,2018-02-27 01:40:54,88,1049
1.0,2016-09-26 07:39:19,132,1051
1.0,2016-08-18 02:46:00,16,1049
1.0,2016-07-27 10:35:24,24,1049
1.0,2018-10-26 05:55:25,34,1057
1.0,2018-02-25 14:17:52,267,1062
1.0,2018-11-29 07:17:50,52,1066
1.0,2016-10-20 02:23:25,230,1048
1.0,2018-10-11 09:12:19,133,1048
1.0,2017-06-05 18:52:36,129,1045
1.0,2018-09-20 16:46:00,92,1063
1.0,2016-08-12 18:21:32,174,1058
1.0,2017-02-24 13:35:41,86,1057
1.0,2019-04-27 03:24:02,92,1064
1.0,2017-03-10 03:29:49,27,1066
1.0,2018-09-28 22:48:04,252,1052
1.0,2019-05-15 18:54:37,223,1046
1.0,2016-12-12 06:20:23,111,1047
1.0,2019-09-17 03:39:48,125,1066
1.0,2018-02-21 20:37:09,162,1049
1.0,2017-09-06 21:26:28,282,1051
1.0,2018-07-18 16:47:01,162,1050
1.0,2018-12-24 11:11:40,271,1058
1.0,2017-01-09 01:20:23,126,1059
1.0,2019-05-18 14:00:54,33,1058
1.0,2017-04-21 03:20:37,179,1061
1.0,2018-07-19 17:43:33,42,1049
1.0,2018-05-13 04:42:29,65,1062
1.0,2017-10-12 09:09:34,34,1059
1.0,2018-08-29 21:30:00,152,1056
1.0,2015-11-21 04:05:37,133,1062
1.0,2019-06-20 13:57:38,213,1048
1.0,2017-10-25 13:43:07,28,1045
1.0,2016-07-23 05:51:11,38,1054
1.0,2016-12-23 13:47:11,60,1066
1.0,2017-12-27 19:33:24,2,1044
1.0,2018-03-19 08:46:02,239,1060
1.0,2019-06-04 06:35:33,21,1051
1.0,2017-09-16 04:15:14,271,1050
1.0,2017-04-08 23:33:25,9,1054
1.0,2019-03-03 18:50:26,112,1056
1.0,2018-08-21 23:40:18,157,1061
1.0,2019-06-04 10:07:47,289,1061
1.0,2017-05-08 02:00:36,23,1060
1.0,2015-11-08 10:02:18,96,1055
1.0,2018-10-08 02:44:52,57,1048
1.0,2017-06-14 14:18:55,148,1053
1.0,2017-02-11 08:07:03,289,1044
1.0,2017-04-16 06:33:59,10,1049
1.0,2017-03-29 15:04:23,142,1049
1.0,2017-04-13 02:50:47,216,1052
1.0,2016-07-15 08:04:11,60,1047
1.0,2018-09-24 08:24:01,247,1047
1.0,2018-02-17 01:45:49,135,1051
1.0,2015-11-25 04:56:55,243,1055
1.0,2019-01-07 21:14:30,185,1047
1.0,2019-09-07 16:42:12,204,1047
1.0,2017-02-06 10:50:11,158,1053
1.0,2019-03-14 16:24:18,113,1050
1.0,2018-06-29 13:24:36,176,1059
1.0,2019-08-13 08:35:24,7,1064
1.0,2018-11-21 18:08:48,8,1049
1.0,2015-11-18 10:52:11,212,1063
1.0,2015-11-19 00:12:25,2,1054
1.0,2019-05-01 20:25:06,72,1062
1.0,2017-12-05 21:29:43,155,1053
1.0,2017-02-07 12:41:56,119,1057
1.0,2018-11-02 19:51:49,98,1054
1.0,2015-12-08 15:20:00,133,1059
1.0,2016-01-22 19:57:47,70,1063
1.0,2016-12-31 02:26:19,221,1055
1.0,2018-03-06 15:38:09,187,1044
1.0,2016-01-25 15:56:37,3,1053
1.0,2017-02-22 18:02:48,188,1062
1.0,2015-12-30 16:24:02,117,1061
1.0,2019-06-11 18:44:34,158,1065
1.0,2019-11-08 02:43:48,139,1045
1.0,2018-06-21 13:38:31,249,1060
1.0,2016-01-14 13:55:11,295,1053
1.0,2018-10-24 11:43:48,201,1053
1.0,2018-09-21 12:57:29,105,1060
1.0,2017-03-31 09:23:00,24,1045
1.0,2016-03-14 11:49:43,247,1064
1.0,2019-04-18 15:11:33,170,1052
1.0,2017-06-29 01:51:01,104,1045
1.0,2018-12-25 09:10:49,267,1056
1.0,2019-11-19 20:15:56,224,1063
1.0,2016-05-22 02:30:54,176,1054
1.0,2017-05-17 18:48:42,121,1066
1.0,2016-03-27 23:16:52,110,1063
1.0,2018-02-01 07:54:08,289,1050
1.0,2017-05-03 17:28:07,45,1054
1.0,2017-10-23 19:22:23,20,1065
1.0,2017-08-27 12:20:36,41,1046
1.0,2017-07-04 04:27:33,144,1060
1.0,2018-05-15 18:07:03,134,1059
1.0,2018-08-22 13:56:01,257,1062
1.0,2017-12-09 07:30:58,140,1049
1.0,2016-12-26 08:32:12,127,1054
1.0,2019-08-07 02:43:39,268,1048
1.0,2017-09-07 06:01:25,94,1064
1.0,2017-04-03 02:25:57,128,1046
1.0,2018-12-13 12:51:43,73,1063
1.0,2019-03-08 17:28:53,274,1049
1.0,2016-10-21 16:27:54,105,1055
1.0,2017-12-04 04:15:30,32,1047
1.0,2017-10-11 15:25:03,43,1045
1.0,2016-07-02 17:44:42,222,1048
1.0,2017-07-31 22:00:17,179,1044
1.0,2016-08-15 09:18:46,11,1060
1.0,2016-01-05 16:55:54,292,1050
1.0,2018-09-02 09:22:43,201,1046
1.0,2018-05-06 12:51:48,257,1047
1.0,2017-05-15 04:00:53,225,1065
1.0,2018-08-20 20:27:17,42,1044
1.0,2016-05-01 21:10:01,133,1054
1.0,2019-11-01 16:06:15,7,1051
1.0,2019-09-14 12:38:46,205,1051
1.0,2018-07-02 23:57:32,258,1054
1.0,2018-02-01 16:08:14,258,1059
1.0,2019-09-09 19:18:13,38,1051
1.0,2018-08-27 19:25:05,79,1046
1.0,2019-04-29 07:22:34,56,1054
1.0,2016-06-19 16:02:01,188,1066
1.0,2017-07-11 09:33:26,199,1044
1.0,2017-07-03 12:04:13,138,1062
1.0,2018-01-20 20:09:13,190,1056
1.0,2018-07-15 05:14:57,259,1045
1.0,2019-02-12 13:46:56,215,1053
1.0,2018-03-08 01:20:29,252,1046
1.0,2018-01-25 21:15:48,233,1048
1.0,2016-09-09 16:18:29,271,1056
1.0,2019-04-26 16:08:31,150,1064
1.0,2017-10-23 16:09:14,206,1065
1.0,2017-11-20 03:35:07,168,1058
1.0,2016-09-10 19:15:44,111,1048
1.0,2017-03-27 00:57:38,298,1062
1.0,2017-11-25 05:26:56,182,1057
1.0,2016-08-09 03:14:54,119,1064
1.0,2018-12-30 06:36:50,290,1049
1.0,2017-07-24 19:29:49,205,1048
1.0,2019-08-24 23:20:51,259,1065
1.0,2016-09-22 00:07:40,49,1053
1.0,2016-11-10 15:07:20,12,1059
1.0,2017-10-20 11:18:05,106,1045
1.0,2017-08-12 13:33:40,113,1058
1.0,2016-06-18 16:36:19,164,1056
1.0,2019-04-25 17:02:39,41,1060
1.0,2018-02-16 15:42:41,91,1048
1.0,2015-12-30 00:22:09,141,1051
1.0,2019-07-31 11:13:03,285,1060
1.0,2017-05-24 18:01:55,98,1055
1.0,2017-03-19 15:23:13,275,1055
1.0,2016-05-16 15:57:28,167,1061
1.0,2016-01-12 17:15:24,154,1050
1.0,2016-02-07 12:31:50,251,1059
1.0,2019-03-08 08:07:03,58,1049
1.0,2017-03-27 03:53:35,101,1044
1.0,2018-10-09 08:10:47,28,1057
1.0,2019-01-09 17:10:15,105,1059
1.0,2019-01-18 22:44:23,47,1061
1.0,2018-05-21 15:58:44,211,1053
1.0,2016-09-17 15:37:56,49,1062
1.0,2019-03-27 01:56:43,119,1057
1.0,2018-08-18 13:05:47,69,1062
1.0,2017-02-08 21:46:54,45,1066
1.0,2019-03-20 06:48:03,3,1049
1.0,2019-02-13 17:57:09,135,1065
1.0,2016-05-03 12:35:18,12,1055
1.0,2017-10-02 10:19:53,7,1063
1.0,2016-06-18 10:33:16,95,1056
1.0,2017-03-05 03:49:47,82,1047
1.0,2017-04-23 10:14:41,180,1062
1.0,2019-05-18 06:02:27,246,1051
1.0,2017-02-09 21:54:13,49,1049
1.0,2016-11-19 03:43:38,52,1062
1.0,2017-11-19 06:33:27,136,1054
1.0,2019-05-29 01:12:14,218,1049
1.0,2017-08-02 07:36:50,76,1046
1.0,2016-06-05 03:30:44,266,1051
1.0,2018-03-21 04:05:58,294,1063
1.0,2018-05-08 03:51:44,217,1057
1.0,2016-03-27 09:35:28,11,1057
1.0,2019-10-01 10:02:07,110,1057
1.0,2019-01-05 19:16:55,208,1060
1.0,2019-09-03 06:49:46,252,1053
1.0,2018-06-21 22:41:13,64,1044
1.0,2016-05-19 19:58:56,56,1048
1.0,2018-03-25 15:47:50,14,1053
1.0,2019-05-27 01:13:15,271,1066
1.0,2017-07-04 21:03:46,237,1064
1.0,2015-12-17 14:27:11,101,1045
1.0,2017-01-01 07:42:47,5,1054
1.0,2017-09-12 09:05:07,46,1066
1.0,2018-12-07 05:57:52,161,1045
1.0,2016-01-23 19:31:01,249,1062
1.0,2017-04-01 14:57:03,30,1064
1.0,2018-01-12 02:21:49,119,1049
1.0,2016-12-20 03:52:34,119,1049
1.0,2019-02-14 23:37:46,94,1064
1.0,2018-11-28 06:45:55,129,1046
1.0,2019-10-15 16:54:44,92,1061
1.0,2016-03-18 19:24:45,287,1060
1.0,2017-08-13 10:08:29,247,1048
1.0,2017-06-12 15:51:02,82,1057
1.0,2016-02-15 18:30:03,43,1065
1.0,2017-05-07 23:54:05,249,1045
1.0,2018-12-11 20:08:28,244,1065
1.0,2019-08-26 22:00:55,22,1064
1.0,2016-01-11 20:13:54,156,1066
1.0,2018-03-26 22:25:36,267,1065
1.0,2016-07-18 03:37:57,16,1057
1.0,2018-06-10 12:38:45,69,1065
1.0,2019-06-09 23:24:59,143,1049
1.0,2019-06-14 12:37:47,136,1056
1.0,2019-05-04 12:14:34,106,1045
1.0,2016-03-16 10:42:36,267,1048
1.0,2015-12-22 14:38:08,190,1056
1.0,2019-10-09 21:29:58,116,1057
1.0,2017-08-25 17:50:29,145,1052
1.0,2019-03-07 17:18:50,197,1052
1.0,2017-02-22 23:39:15,186,1065
1.0,2016-07-18 07:27:46,153,1045
1.0,2019-06-15 04:04:39,224,1066
1.0,2016-01-08 00:08:11,244,1063
1.0,2017-05-02 13:45:11,163,1048
1.0,2018-03-09 00:30:37,255,1054
1.0,2018-03-31 01:43:43,9,1047
1.0,2017-08-28 06:34:47,51,1065
1.0,2019-03-18 08:25:12,178,1053
1.0,2018-05-05 21:33:58,194,1047
1.0,2016-07-02 13:20:59,234,1055
1.0,2017-07-07 17:28:37,259,1056
1.0,2018-11-02 00:10:08,207,1063
1.0,2016-03-24 06:01:12,76,1059
1.0,2017-05-30 00:29:46,225,1047
1.0,2017-03-08 03:33:33,66,1056
1.0,2019-06-27 05:24:44,24,1062
1.0,2018-09-03 03:42:04,242,1055
1.0,2017-03-23 03:00:01,183,1054
1.0,2019-06-16 20:31:12,174,1061
1.0,2019-11-08 02:10:52,32,1064
1.0,2016-10-17 18:20:00,71,1057
1.0,2019-09-13 18:54:30,242,1055
1.0,2017-02-06 11:14:15,210,1058
1.0,2016-08-13 06:58:17,32,1058
1.0,2019-03-17 22:05:47,59,1061
1.0,2019-01-26 23:26:18,217,1060
1.0,2018-04-15 09:10:36,104,1060
1.0,2018-05-30 11:16:53,205,1044
1.0,2017-05-16 21:50:33,99,1050
1.0,2016-11-12 11:40:27,45,1053
1.0,2016-01-15 09:33:00,195,1051
1.0,2016-04-29 09:23:00,158,1046
1.0,2017-09-23 03:08:17,96,1051
1.0,2016-12-21 02:58:22,81,1052
1.0,2017-07-28 13:42:23,176,1049
1.0,2016-06-01 10:45:25,43,1063
1.0,2019-09-12 05:07:57,261,1064
1.0,2019-09-07 03:02:12,147,1044
1.0,2018-04-26 07:51:17,162,1066
1.0,2018-10-31 06:52:01,58,1054
1.0,2017-08-30 01:11:46,111,1046
1.0,2016-01-23 19:35:38,290,1054
1.0,2016-01-14 17:38:08,193,1058
1.0,2019-09-14 07:21:44,299,1046
1.0,2016-01-10 05:09:29,137,1066
1.0,2016-10-11 18:29:42,220,1050
1.0,2016-12-21 16:24:25,60,1066
1.0,2018-04-07 09:30:17,173,1057
1.0,2016-01-11 17:18:03,5,1060
1.0,2018-02-03 15:37:04,255,1046
1.0,2016-03-28 01:32:19,113,1062
1.0,2017-07-16 12:12:23,234,1051
1.0,2016-10-12 22:57:32,285,1044
1.0,2018-07-04 08:09:18,227,1060
1.0,2019-04-14 05:57:35,192,1064
1.0,2019-05-23 06:26:31,235,1044
1.0,2017-11-04 18:42:42,274,1054
1.0,2016-01-19 04:49:54,56,1050
1.0,2017-01-18 00:50:42,61,1051
1.0,2018-06-19 18:26:43,102,1063
1.0,2019-07-10 10:09:07,220,1064
1.0,2016-06-04 13:38:41,189,1055
1.0,2017-05-27 17:42:25,243,1047
1.0,2015-12-06 03:50:13,82,1049
1.0,2017-01-19 14:57:50,147,1044
1.0,2018-01-12 13:16:14,6,1045
1.0,2018-11-22 12:15:33,43,1065
1.0,2015-11-27 19:53:44,100,1052
1.0,2016-03-03 10:00:41,155,1066
1.0,2015-11-30 22:19:13,256,1060
1.0,2016-07-25 05:01:12,135,1057
1.0,2019-07-30 13:27:56,20,1047
1.0,2017-06-21 23:29:19,171,1064
1.0,2016-08-21 04:13:04,49,1054
1.0,2019-04-27 01:25:51,244,1048
1.0,2019-06-01 01:05:19,63,1060
1.0,2019-10-03 04:20:40,11,1065
1.0,2016-08-09 17:46:56,256,1053
1.0,2016-08-03 09:09:07,248,1045
1.0,2018-11-07 13:15:48,269,1066
1.0,2019-07-18 20:16:37,244,1051
1.0,2017-08-30 17:31:10,3,1045
1.0,2019-06-05 22:25:43,221,1060
1.0,2017-09-11 13:04:34,110,1059
1.0,2017-07-30 23:15:23,298,1057
1.0,2019-01-03 09:13:16,107,1048
1.0,2018-04-08 13:04:21,6,1055
1.0,2017-10-02 04:20:08,272,1060
1.0,2016-12-06 16:10:11,203,1065
1.0,2016-12-07 00:53:58,250,1047
1.0,2018-03-06 04:13:01,204,1060
1.0,2015-12-01 22:10:04,269,1064
1.0,2017-05-13 20:06:24,137,1061
1.0,2019-09-21 09:57:55,112,1061
1.0,2017-11-03 14:38:58,15,1056
1.0,2018-10-21 22:52:09,69,1047
1.0,2015-11-15 03:55:38,6,1066
1.0,2019-01-01 15:59:55,39,1061
1.0,2016-06-05 05:11:25,95,1054
1.0,2017-12-30 07:03:09,276,1048
1.0,2017-08-17 13:32:07,215,1062
1.0,2019-04-17 18:25:33,253,1065
1.0,2019-05-13 08:13:53,202,1059
1.0,2016-07-31 16:59:05,258,1053
1.0,2018-01-19 01:42:06,245,1052
1.0,2017-11-04 11:43:58,87,1049
