fecha,salida,llegada,ruta_id,bus_id,empleado_id
2016-07-21,14:36:29,04:04:13,8,98,91
2019-03-08,19:23:04,02:11:58,2,180,48
2018-11-24,09:33:58,18:12:03,3,77,69
2017-09-10,17:19:07,15:33:39,8,88,8
2018-08-31,07:58:45,03:13:57,4,76,43
2016-10-09,16:51:07,00:26:32,3,70,4
2019-02-23,22:30:27,14:36:56,2,158,92
2018-06-09,09:07:00,11:36:55,12,151,40
2016-05-30,21:14:02,09:22:54,14,65,32
2018-08-19,07:47:00,05:21:42,8,42,78
2017-09-19,01:34:52,19:49:54,14,195,26
2017-09-06,07:13:53,09:40:38,6,192,69
2017-01-30,22:39:39,04:36:57,15,188,97
2017-07-22,00:32:02,03:59:23,15,110,2
2019-03-01,04:59:54,04:06:52,14,38,73
2016-03-25,14:47:14,07:48:11,11,196,59
2016-03-08,16:59:06,21:41:58,6,158,68
2016-02-29,19:33:59,13:59:35,1,126,51
2019-05-14,14:00:38,09:27:48,4,91,88
2016-04-22,09:59:50,22:09:12,1,81,10
2018-01-08,09:54:06,19:20:58,11,168,67
2019-01-12,04:59:05,02:34:10,4,15,49
2019-09-06,10:36:36,19:09:36,12,97,31
2018-09-28,17:19:57,04:47:38,10,2,76
2016-08-19,16:19:30,01:18:18,14,133,58
2018-09-14,08:21:09,14:04:57,2,155,87
2018-08-15,23:37:29,02:20:17,2,102,46
2018-01-11,11:23:43,15:11:45,13,88,49
2019-06-09,11:49:52,20:34:26,10,190,57
2017-12-13,16:57:18,15:53:07,9,3,4
2017-01-19,23:39:21,09:50:47,10,154,14
2019-01-17,22:05:08,18:39:03,8,41,8
2018-04-19,05:10:16,10:16:06,14,89,42
2016-04-04,06:38:34,20:14:58,4,133,59
2019-09-13,16:21:06,19:46:56,1,114,81
2016-05-16,03:59:05,10:23:28,8,124,66
2016-12-23,02:11:38,15:36:33,7,150,35
2016-04-16,06:19:44,12:00:28,1,61,95
2018-10-15,00:53:47,21:53:27,5,99,29
2016-07-22,17:28:41,14:49:20,3,122,86
2017-06-17,02:42:28,02:08:19,5,103,90
2016-10-09,20:01:28,17:52:03,14,25,69
2019-03-26,21:38:12,03:49:36,1,81,18
2018-06-01,18:06:21,12:39:50,5,156,33
2016-07-27,15:46:49,06:12:18,7,170,71
2017-09-09,23:03:53,13:54:03,8,80,2
2019-11-02,14:14:49,17:46:43,2,9,55
2019-10-31,04:33:33,04:45:42,14,36,12
2016-01-09,11:52:34,05:41:45,9,98,58
2018-03-10,10:31:47,10:47:09,7,100,51
2018-08-18,08:24:23,05:44:12,13,94,11
2019-11-13,15:27:50,08:35:55,8,168,86
2019-04-26,22:36:40,10:43:26,7,171,72
2016-05-10,14:29:51,07:18:30,15,67,66
2019-02-08,23:29:48,13:41:31,12,84,97
2018-03-21,04:30:33,11:01:44,5,136,25
2016-12-18,12:42:54,02:25:10,11,122,86
2019-03-17,15:08:33,00:22:00,12,91,93
2018-01-04,08:49:10,22:09:11,2,106,72
2019-10-29,00:51:27,20:33:58,3,148,63
2016-08-16,04:15:19,06:40:45,1,50,42
2019-05-13,03:14:29,16:52:31,8,195,64
2017-12-14,18:17:21,05:23:46,1,195,79
2016-07-02,23:47:36,05:03:08,13,50,68
2019-01-20,16:28:43,15:12:43,6,97,99
2016-11-10,06:59:39,11:13:49,1,193,26
2018-05-28,21:05:41,06:54:41,13,106,49
2017-11-12,12:34:19,14:31:54,13,71,83
2016-10-23,01:14:10,13:24:01,6,128,82
2017-11-17,01:00:04,12:30:26,15,111,43
2019-01-15,06:04:55,12:30:29,7,65,63
2017-02-14,20:59:57,04:18:07,9,190,56
2017-09-01,12:27:07,16:59:40,11,46,18
2018-07-03,14:54:49,00:08:38,12,86,37
2016-02-17,01:26:23,18:44:15,15,42,75
2018-01-17,15:05:13,17:21:41,4,128,23
2019-10-25,18:19:19,12:02:18,11,54,63
2018-02-18,16:55:34,11:22:55,1,166,50
2019-09-15,15:23:03,22:46:11,10,47,19
2016-12-22,20:37:31,23:59:54,11,89,7
2016-10-26,21:03:26,15:54:19,15,56,29
2017-07-24,14:44:19,11:40:48,1,168,14
2016-03-05,00:25:50,01:07:17,9,62,23
2015-11-12,15:00:22,18:04:17,3,95,51
2019-02-26,12:22:11,14:37:36,6,71,73
2018-05-12,05:46:15,17:47:05,2,158,43
2017-02-05,21:15:58,09:53:53,9,132,49
2018-03-22,08:23:39,18:36:48,7,9,54
2016-12-12,02:06:45,00:07:50,10,15,89
2018-07-22,07:30:17,20:12:38,13,49,41
2019-09-14,04:59:43,08:26:18,9,38,44
2016-03-19,15:41:09,08:58:04,6,119,60
2019-01-20,10:16:32,23:35:32,15,22,36
2018-10-30,01:49:06,16:22:55,2,49,2
2015-12-08,21:30:39,06:00:21,9,47,62
2019-06-29,11:09:04,05:28:07,7,65,94
2016-06-14,07:18:31,08:51:31,10,6,20
2017-02-12,16:01:52,05:06:59,1,99,10
2017-02-06,11:18:51,03:19:28,10,102,5
2018-01-22,05:33:57,12:57:37,6,20,58
2017-04-08,16:18:02,07:32:39,6,173,14
2017-08-19,14:41:52,00:12:38,8,25,65
2018-02-02,09:29:15,15:40:59,7,129,80
2015-11-07,17:59:14,13:51:51,3,100,67
2018-07-30,13:55:34,10:52:26,12,43,93
2018-12-18,12:18:11,10:40:20,10,104,92
2017-01-26,09:10:43,03:18:08,15,147,64
2016-06-16,03:49:04,06:28:04,3,137,77
2016-10-17,10:18:00,13:52:05,10,7,84
2019-06-28,23:13:42,14:40:58,10,78,86
2018-03-14,12:22:12,00:29:01,6,192,85
2017-07-05,11:25:04,03:20:11,3,154,17
2016-10-12,13:36:23,13:47:02,14,136,24
2019-10-17,12:48:18,15:40:15,11,155,69
2015-11-04,05:59:47,03:57:35,1,142,48
2016-01-24,01:19:49,06:19:40,13,132,58
2018-11-26,04:42:57,05:42:48,14,107,6
2017-11-02,03:51:06,01:12:50,3,33,71
2019-06-30,13:40:15,09:04:14,12,158,81
2016-05-04,10:25:44,20:54:50,8,167,7
2018-09-20,21:56:31,05:28:35,4,187,86
2016-03-25,06:48:19,13:35:59,5,125,74
2016-01-14,18:42:53,17:25:19,9,65,8
2016-04-23,01:53:39,13:41:33,12,168,78
2016-04-30,03:15:42,06:45:26,13,174,99
2016-02-10,17:24:03,05:32:15,11,111,45
2019-11-14,18:54:25,14:38:41,2,5,60
2016-09-22,05:31:50,07:13:26,14,56,86
2016-09-23,19:11:44,03:22:23,12,172,64
2016-05-31,14:00:03,20:40:32,1,157,62
2016-04-22,18:59:15,20:09:19,11,164,41
2019-08-18,12:24:21,16:48:07,9,30,71
2017-12-18,22:04:37,23:52:17,5,60,94
2016-05-27,06:07:31,09:04:07,6,6,26
2019-01-21,03:31:19,01:45:51,11,167,80
2016-09-06,13:42:44,10:45:44,7,177,36
2019-05-04,00:19:53,03:54:28,9,173,82
2015-12-02,15:21:06,08:48:59,6,186,43
2018-10-08,22:28:58,16:24:32,15,166,38
2017-10-01,09:01:51,11:05:52,11,28,92
2016-09-18,07:25:12,14:39:21,2,61,2
2019-05-11,03:41:54,13:47:24,13,168,82
2018-05-17,22:33:06,06:24:46,10,190,30
2016-08-13,13:30:31,17:52:45,9,146,83
2016-07-09,07:48:33,16:49:24,1,115,41
2018-10-05,23:25:12,12:29:50,8,22,94
2019-11-03,18:00:45,00:14:43,3,73,45
2018-03-23,00:38:55,00:57:18,13,189,41
2017-02-26,16:58:59,08:03:06,1,158,28
2018-11-19,17:53:38,16:09:22,10,123,80
2018-06-07,17:22:21,10:03:58,13,189,96
2017-10-04,16:30:50,23:48:37,7,92,61
2018-02-09,09:26:25,06:36:36,10,62,37
2016-08-24,22:01:49,05:43:16,1,198,51
2019-06-11,01:05:00,12:16:02,11,96,2
2016-10-13,00:38:55,22:10:17,7,146,54
2019-04-26,04:00:21,10:42:00,6,65,11
2019-11-04,11:58:48,12:19:52,14,157,33
2017-10-22,23:52:19,23:30:20,13,150,91
2019-08-23,01:47:46,17:25:24,9,135,30
2017-08-30,13:04:39,10:57:20,14,134,71
2018-09-14,13:19:34,04:58:49,8,111,79
2016-03-19,00:17:02,00:29:10,3,12,24
2016-09-11,14:19:09,06:59:53,1,86,38
2019-01-16,09:29:53,01:00:28,2,191,79
2017-08-26,06:09:25,20:00:37,15,25,16
2017-07-02,23:57:52,18:10:11,10,16,6
2017-03-30,17:36:08,15:24:05,8,52,3
2019-10-03,12:58:42,16:43:33,15,77,72
2016-11-17,03:49:47,13:22:27,8,137,75
2016-12-27,01:41:25,13:44:05,13,63,46
2017-01-31,06:01:24,15:00:20,11,145,33
2018-02-10,01:36:57,03:59:53,2,30,82
2018-03-06,00:53:56,22:37:08,3,27,55
2016-10-16,11:26:32,01:20:28,6,64,80
2018-07-26,22:18:39,13:40:12,10,192,48
2017-03-14,19:08:41,17:37:46,12,107,94
2017-03-08,17:45:52,04:05:44,5,17,37
2016-12-06,17:02:54,13:19:35,7,35,50
2016-06-09,13:47:19,07:01:57,7,76,7
2018-12-21,01:43:39,11:57:07,13,47,29
2019-08-22,20:36:20,15:04:25,12,14,45
2016-04-30,01:48:34,10:56:07,4,173,15
2017-06-18,14:02:51,06:07:44,13,89,97
2016-10-09,04:19:55,13:50:05,11,137,22
2017-10-19,16:20:04,02:41:58,8,3,13
2018-10-11,13:13:28,15:17:28,4,185,56
2018-07-30,23:54:14,00:10:04,4,33,94
2017-10-11,01:01:31,06:47:44,14,181,53
2016-09-03,03:19:52,20:33:22,4,153,12
2019-01-14,20:56:56,09:13:36,11,77,41
2016-01-29,09:26:48,17:01:26,4,147,27
2017-04-16,09:21:06,14:15:31,9,67,59
2016-12-12,02:54:59,02:43:31,9,179,91
2015-12-31,15:21:15,18:21:41,5,171,52
2018-05-28,12:14:17,09:56:39,12,12,55
2016-01-31,18:37:59,20:33:07,4,88,69
2018-04-24,07:02:37,00:19:29,7,9,69
2019-05-27,10:38:52,07:29:57,11,88,92
2018-02-22,17:31:02,07:30:15,8,189,59
2018-09-05,00:56:43,23:14:23,3,112,97
2019-04-18,11:49:43,13:14:13,10,170,73
2018-10-24,10:16:22,09:53:07,12,3,97
2019-01-15,09:08:48,03:20:00,2,135,58
2019-05-25,14:27:55,10:28:05,1,24,40
2019-10-07,16:18:59,17:19:34,4,131,39
2018-10-29,17:15:47,09:52:26,4,89,52
2018-09-20,18:29:43,10:59:56,9,179,59
2016-07-28,20:05:08,13:43:10,9,183,10
2017-05-04,10:04:31,11:07:39,10,69,66
2019-02-18,10:27:55,17:07:28,11,181,35
2019-01-16,05:38:04,22:44:49,1,119,72
2016-08-10,12:48:31,10:07:15,5,117,4
2019-05-03,12:40:55,11:39:45,5,33,95
2019-07-23,04:23:44,12:48:34,1,23,93
2019-06-21,08:38:38,02:29:40,2,126,78
2016-06-10,04:30:58,05:01:36,15,87,58
2018-01-25,03:19:39,05:50:32,12,165,93
2018-05-15,17:20:19,03:38:42,5,69,16
2017-10-20,05:42:20,22:01:07,15,46,70
2017-01-13,18:03:38,08:14:17,4,23,43
2018-02-27,18:21:41,23:14:13,11,51,40
2019-01-16,01:27:52,08:33:37,8,165,30
2019-06-21,03:28:37,01:21:05,2,59,77
2017-10-11,09:45:00,22:34:52,8,157,100
2017-07-31,19:58:55,11:50:00,10,187,2
2018-12-25,17:28:42,19:44:15,5,75,41
2017-08-29,05:27:30,21:29:46,2,93,12
2018-06-12,16:16:05,08:29:52,1,170,15
2019-03-14,18:49:49,13:37:25,8,65,84
2016-10-02,20:09:44,22:31:44,14,187,78
2017-11-01,15:49:27,21:33:45,5,40,95
2016-06-14,06:01:30,14:20:36,1,121,42
2016-11-12,11:52:40,23:35:35,7,40,77
2016-02-13,00:12:20,23:18:24,3,75,54
2015-12-04,16:09:00,03:33:53,2,137,50
2018-11-11,08:02:35,06:12:02,11,193,26
2018-12-18,13:13:29,16:23:47,11,150,58
2016-12-04,17:46:14,19:22:28,7,28,17
2018-08-11,14:08:39,16:19:09,15,157,63
2018-12-06,15:52:39,14:06:22,14,1,6
2018-12-30,03:02:50,11:12:04,2,146,100
2018-05-21,02:14:30,06:38:41,7,61,61
2016-05-20,02:18:21,20:36:34,11,127,10
2018-03-02,19:52:03,09:16:55,11,197,41
2017-05-29,07:41:05,19:51:00,5,63,89
2018-05-19,14:05:12,05:07:12,4,101,61
2019-03-03,21:44:30,07:01:31,3,146,15
2016-04-26,17:32:04,06:44:20,7,49,97
2016-10-29,07:40:49,05:56:59,11,88,22
2018-09-04,16:03:42,04:39:57,13,155,49
2017-09-30,22:58:59,20:17:23,10,140,93
2019-02-02,05:52:48,08:35:05,11,58,37
2017-12-26,09:04:11,01:56:10,9,133,91
2016-06-17,13:54:36,02:50:49,14,161,73
2017-04-09,05:25:51,10:54:05,10,111,63
2017-05-16,17:55:36,17:37:39,6,47,69
2019-09-30,20:12:47,00:10:01,13,90,43
2019-06-21,22:53:48,23:40:01,7,26,77
2017-06-09,07:54:09,06:42:39,8,144,92
2017-03-10,06:53:53,09:59:43,2,83,17
2017-11-17,02:38:27,15:17:14,9,4,50
2017-09-21,20:50:39,06:06:21,14,132,16
2019-07-22,15:12:05,20:25:45,3,157,26
2016-11-21,13:10:27,02:58:50,9,61,26
2018-08-20,06:48:53,04:17:59,12,38,47
2018-09-04,06:58:18,09:04:42,12,32,36
2016-09-06,18:52:14,01:58:53,5,144,2
2019-03-29,08:33:10,12:16:03,8,7,37
2019-05-13,12:40:38,09:35:48,10,6,63
2019-01-02,09:03:52,15:58:51,8,167,62
2015-11-09,05:41:07,14:35:00,5,125,38
2016-03-12,02:29:42,10:03:37,9,79,71
2018-09-29,16:48:25,01:54:16,3,117,57
2017-11-25,09:34:41,10:17:15,2,75,46
2017-12-21,17:37:31,02:48:33,3,53,5
2015-11-18,10:33:45,21:57:01,5,49,78
2016-10-21,22:26:01,13:19:07,3,183,77
2016-01-06,15:05:22,22:59:43,14,157,4
2017-02-13,23:41:39,13:24:39,3,7,8
2015-12-31,11:47:55,01:38:11,9,142,73
2017-10-05,17:34:45,11:26:01,9,116,23
2018-01-10,04:14:04,00:33:41,2,66,49
2018-12-17,16:34:09,13:40:50,5,53,7
2019-10-15,06:45:40,09:44:42,1,2,25
2017-03-13,08:20:20,06:14:07,2,170,71
2017-12-21,13:07:16,09:19:47,15,63,56
2017-12-26,22:40:46,03:58:10,11,101,23
2016-10-04,21:58:46,16:04:59,14,199,72
2015-12-09,05:03:51,22:10:48,2,38,65
2018-11-04,15:11:01,14:31:43,14,124,77
2017-10-22,10:15:16,01:19:30,1,33,97
2017-06-04,11:58:05,04:45:35,11,142,63
2018-01-05,17:06:24,20:36:09,1,53,80
2018-05-02,07:28:19,14:53:41,11,170,24
2018-02-22,17:44:16,19:16:33,9,144,49
2016-06-02,01:08:59,13:05:21,5,5,98
2016-03-15,15:11:02,10:42:07,14,191,13
2016-11-07,15:37:09,02:40:12,2,44,86
2016-06-23,19:17:22,08:33:38,15,58,75
2017-12-25,05:51:47,00:00:41,10,162,87
2016-08-04,13:09:52,22:00:17,10,118,36
2019-09-27,11:50:08,02:43:48,13,161,9
2017-10-07,07:52:50,07:45:27,14,35,51
2019-03-06,17:31:05,00:43:34,9,51,17
2019-08-23,16:29:42,07:32:06,11,54,74
2019-02-05,19:01:07,21:28:10,1,168,55
2017-05-28,12:36:42,19:45:19,6,41,80
2017-07-13,23:17:50,08:36:31,15,79,16
2017-08-12,15:21:37,23:44:14,7,118,23
2016-11-29,10:45:32,23:47:10,13,68,92
2017-01-04,06:12:33,05:15:24,3,46,63
2018-07-08,00:47:54,12:47:16,13,20,1
2015-11-20,21:31:28,12:44:27,15,10,55
2016-03-27,05:19:42,02:54:00,10,36,80
2018-09-25,18:12:37,15:05:19,4,102,55
2015-11-14,08:08:18,01:50:56,14,40,3
2017-12-03,05:03:48,01:40:49,3,36,83
2015-11-12,23:42:35,07:35:57,14,143,15
2019-04-19,06:20:39,07:09:01,15,110,58
2016-06-18,16:10:35,01:16:37,3,153,28
2019-04-01,13:53:58,09:19:55,5,98,55
2018-05-25,13:28:59,19:18:09,9,8,44
2017-06-11,03:27:43,23:00:29,7,157,21
2018-01-21,23:03:19,11:28:40,11,143,61
2018-03-22,11:40:22,20:02:21,15,149,23
2018-06-23,03:04:36,18:34:49,2,129,47
2017-12-08,01:08:45,01:55:46,6,98,36
2019-03-22,20:18:38,11:59:47,8,123,8
2019-04-27,07:45:37,06:18:43,10,87,62
2018-07-09,09:57:22,21:13:16,8,187,41
2016-11-27,22:27:49,19:51:49,3,7,93
2017-04-18,14:31:55,14:56:51,15,98,100
2018-05-11,18:48:18,19:42:29,14,103,56
2018-04-16,17:27:18,01:38:46,13,7,42
2016-04-10,06:52:49,23:40:07,13,36,24
2017-07-23,22:09:31,02:31:04,11,72,77
2016-01-12,13:34:01,19:44:53,2,150,41
2018-07-30,23:44:11,04:20:00,9,168,48
2019-01-23,05:16:30,01:04:55,13,120,23
2016-01-13,19:43:32,18:55:47,15,143,25
2019-08-09,13:24:53,13:41:23,15,188,35
2019-03-20,18:15:12,11:23:18,9,176,21
2018-12-25,17:13:24,01:58:09,7,100,80
2018-03-14,16:28:56,10:58:11,7,45,14
2016-07-16,09:23:49,13:37:55,15,146,96
2018-01-19,09:40:28,18:10:32,11,155,36
2018-09-21,16:13:29,02:02:31,8,185,22
2017-04-18,08:56:12,05:50:13,1,75,64
2016-07-25,19:58:39,23:36:18,8,121,62
2017-03-15,20:31:53,09:12:45,12,174,94
2017-10-05,09:52:35,22:36:28,14,66,87
2017-03-05,19:51:17,16:58:35,9,43,9
2018-11-12,04:32:09,13:42:18,11,192,54
2017-04-04,02:00:37,08:23:25,10,185,79
2016-07-12,13:56:23,12:53:21,6,110,58
2017-02-19,15:22:52,06:26:10,12,32,13
2019-07-24,14:47:43,08:25:24,8,9,52
2019-10-01,18:39:35,14:09:17,4,17,30
2017-03-10,17:55:19,07:20:57,9,80,60
2019-05-02,15:03:02,19:06:15,2,137,96
2017-03-28,21:32:42,08:08:32,9,11,30
2019-10-16,05:01:03,04:48:00,12,22,39
2017-04-06,16:07:32,13:26:17,9,80,15
2016-05-16,20:30:39,09:49:01,7,55,20
2016-10-07,18:16:07,15:57:47,10,61,13
2018-05-04,13:53:43,21:22:32,5,33,98
2019-08-10,15:42:36,12:15:00,1,104,21
2019-04-26,03:53:29,06:18:19,5,157,57
2017-06-24,08:26:58,10:13:10,11,73,67
2018-09-11,18:12:18,00:58:35,15,129,19
2019-05-07,01:18:27,18:41:39,8,159,74
2019-11-08,11:59:39,00:46:38,9,26,82
2016-07-25,06:03:12,08:20:46,2,36,40
2019-05-29,19:42:30,07:24:31,4,39,4
2019-03-12,19:00:00,09:27:25,14,149,85
2016-08-18,08:16:34,13:42:53,3,45,36
2015-12-26,01:20:17,03:07:12,6,189,12
2018-04-24,19:34:50,01:57:14,15,145,4
2017-07-19,04:37:09,20:29:27,5,180,3
2017-12-02,22:46:15,19:31:14,7,168,71
2015-12-08,20:13:25,06:27:22,1,159,82
2016-07-08,11:22:40,10:10:11,10,186,50
2018-06-27,08:09:17,20:00:50,15,171,64
2017-05-18,13:03:04,20:58:40,6,173,28
2017-02-14,11:09:08,05:43:32,3,6,61
2018-01-29,02:14:06,10:25:01,9,162,80
2016-03-24,08:33:46,19:08:30,5,53,24
2017-04-20,22:18:59,17:14:34,14,192,71
2017-02-01,14:48:02,13:36:01,15,82,42
2019-06-24,21:13:06,01:37:04,1,66,65
2016-11-27,12:01:34,00:55:31,5,86,58
2018-03-08,23:34:39,10:13:12,15,194,56
2019-05-29,03:52:45,04:11:01,15,60,10
2018-07-01,11:03:25,18:38:49,14,15,59
2019-01-01,09:27:35,14:04:22,12,159,25
2017-11-05,11:47:42,14:47:29,10,67,55
2017-04-08,14:24:49,08:21:44,12,109,77
2016-01-23,21:24:11,03:03:23,4,195,24
2017-04-14,10:03:59,04:44:43,4,135,14
2016-07-16,21:53:11,06:47:36,5,134,78
2018-05-02,15:49:47,16:39:43,9,165,68
2017-05-05,05:51:40,07:36:14,12,89,44
2016-02-18,22:56:35,02:52:16,7,151,24
2016-04-15,17:57:59,16:48:27,4,176,3
2018-06-02,08:35:45,17:00:53,14,122,61
2019-04-16,22:09:47,16:59:12,3,40,100
2017-12-15,16:38:53,06:27:57,14,189,11
2019-02-06,12:13:39,00:07:31,14,161,63
2019-01-15,10:13:13,07:55:20,11,119,19
2016-05-17,06:23:35,21:08:46,1,62,84
2019-09-13,21:01:51,07:52:30,13,41,42
2016-02-21,17:03:29,02:33:01,9,175,33
2016-03-23,04:59:35,20:38:41,3,71,36
2019-04-08,07:26:39,14:44:20,5,132,30
2019-01-12,05:05:25,16:23:29,4,137,46
2019-08-24,23:43:16,07:38:18,4,85,64
2019-03-31,16:02:24,18:27:21,2,76,50
2018-01-29,10:51:29,17:34:00,11,197,60
2018-03-31,08:15:39,02:31:42,13,98,25
2019-01-19,12:49:10,09:38:50,9,55,50
2019-05-28,23:05:16,01:01:18,4,59,61
2016-09-13,09:00:03,19:00:54,4,53,71
2019-11-12,22:35:53,14:33:32,5,106,36
2019-06-25,09:12:21,23:48:19,11,59,32
2018-04-17,20:23:43,07:11:25,4,33,29
2016-09-10,20:03:42,16:28:16,15,113,57
2015-12-16,19:10:22,09:12:39,8,11,42
2017-11-13,00:49:57,00:21:23,9,11,44
2016-12-27,21:21:20,23:44:46,6,31,86
2016-06-02,21:11:29,19:29:52,4,73,88
2018-04-15,04:01:49,10:06:27,2,147,77
2017-01-20,21:58:50,17:12:56,7,57,88
2018-05-11,18:00:23,18:36:30,1,115,73
2019-01-10,10:02:04,21:50:41,15,82,69
2018-04-16,02:18:50,03:40:04,7,200,3
2016-01-23,14:37:11,02:12:21,4,42,60
2015-11-29,02:30:16,09:52:55,2,126,50
2016-12-29,06:04:50,21:18:33,5,84,4
2019-01-19,13:42:13,17:50:44,14,164,60
2016-05-31,02:16:27,05:52:13,14,9,45
2019-09-03,07:51:26,04:22:03,7,142,55
2016-04-21,09:36:42,04:06:26,3,173,2
2017-11-27,10:23:12,05:13:17,8,125,81
2016-02-14,08:40:52,16:22:57,13,8,23
2016-01-30,01:55:21,05:52:33,9,137,86
2017-05-23,13:20:09,03:23:32,11,183,28
2017-03-01,21:14:55,20:54:05,8,148,41
2018-10-24,06:44:51,03:18:04,13,114,89
2017-08-22,19:39:40,10:57:28,10,173,15
2018-01-31,05:38:40,05:07:59,8,16,87
2018-08-27,04:03:31,21:11:31,6,23,5
2017-09-04,21:31:07,10:35:49,4,149,39
2016-03-17,03:20:13,09:55:00,5,113,6
2016-01-23,06:39:32,03:57:05,4,5,25
2018-12-03,21:37:17,11:06:27,3,63,60
2017-07-12,01:37:02,18:09:24,7,29,24
2018-08-16,04:56:08,04:17:37,15,175,30
2018-07-12,16:36:58,10:38:24,3,187,41
2019-11-03,11:52:35,12:11:27,9,128,73
2019-10-25,11:49:04,17:22:35,12,76,10
2016-08-03,13:23:35,06:02:00,10,121,95
2018-07-10,22:25:28,10:15:21,5,137,24
2019-01-05,15:43:58,21:50:03,7,9,34
2016-02-22,13:52:26,14:13:08,11,176,94
2017-08-15,19:21:34,16:06:10,6,64,72
2016-04-18,06:16:34,14:25:43,2,123,26
2017-04-17,04:22:12,01:05:31,13,200,94
2016-03-16,09:51:52,20:01:53,6,111,87
2017-08-27,13:49:28,23:51:56,1,83,30
2017-12-17,03:57:05,19:57:03,10,193,13
2016-10-14,05:54:19,17:55:07,1,146,18
2019-04-28,18:38:48,08:09:57,9,152,10
2019-02-03,04:20:13,04:57:57,5,102,85
2018-02-25,06:16:02,11:24:54,11,102,64
2019-07-27,21:26:50,12:22:11,12,85,77
2019-03-26,06:51:02,17:59:31,5,43,28
2018-11-24,03:55:24,04:35:03,11,103,3
2017-11-15,06:42:08,12:12:28,5,93,96
2018-06-21,08:13:52,17:57:02,1,101,71
2019-06-30,14:55:40,02:21:10,5,136,74
2018-10-10,01:17:30,16:07:55,15,196,66
2019-06-16,12:07:14,04:31:04,6,124,34
2016-08-08,07:34:54,12:55:03,1,152,17
2016-07-06,03:52:14,06:32:54,15,65,94
2019-01-18,19:26:01,18:46:23,14,70,23
2017-03-10,21:48:43,17:26:43,8,11,18
2017-03-17,02:24:53,15:02:10,10,116,89
2018-04-22,23:37:47,12:14:50,6,132,48
2018-06-28,12:49:55,23:51:37,11,16,22
2017-10-26,07:39:40,13:58:15,2,75,67
2019-02-02,08:05:05,15:17:37,11,127,27
2019-08-04,07:51:49,19:37:29,11,164,81
2016-11-21,03:49:25,13:00:46,13,105,57
2017-12-25,09:03:46,16:31:42,14,143,66
2018-07-27,03:05:21,02:40:38,5,160,39
2018-03-18,13:09:24,18:53:57,7,146,45
2017-08-02,17:14:01,07:34:36,10,134,37
2019-07-13,13:44:00,07:21:00,10,186,19
2018-03-18,20:15:05,09:41:03,5,16,90
2016-02-22,15:48:04,19:08:50,4,5,83
2017-10-22,20:49:29,22:15:33,15,6,20
2016-07-18,01:26:22,10:59:11,3,9,46
2017-10-28,03:28:44,21:02:00,10,54,92
2019-01-31,19:49:42,00:45:09,6,197,90
2019-02-16,05:09:02,12:05:50,12,88,95
2015-12-13,14:04:41,15:30:07,4,161,74
2018-04-24,15:17:47,16:10:26,1,25,9
2018-09-30,03:19:54,03:49:47,9,107,25
2019-03-15,06:11:21,08:34:05,4,199,86
2017-04-22,07:14:43,09:26:19,7,83,30
2016-09-05,17:53:29,05:38:58,1,86,11
2018-04-02,01:28:29,16:51:19,2,105,85
2019-02-16,01:20:07,03:05:48,9,200,25
2018-05-08,07:43:52,06:42:12,10,97,94
2019-09-07,21:28:56,19:29:19,14,132,12
2016-02-08,18:45:29,23:48:34,11,163,75
2016-12-21,23:13:30,14:53:08,7,138,27
2016-04-11,12:20:49,12:11:25,9,1,99
2016-01-08,13:43:50,06:11:28,7,179,32
2016-04-07,02:40:37,04:50:56,12,60,6
2019-06-19,06:51:48,17:06:55,1,117,29
2019-09-12,06:34:37,05:40:10,10,18,53
2015-11-05,11:00:29,07:53:35,8,41,90
2016-10-08,15:25:12,05:13:33,10,65,22
2017-10-15,04:52:04,04:40:42,2,163,11
2019-08-21,01:38:07,14:07:49,11,136,74
2016-12-11,01:59:05,05:51:26,13,159,26
2018-08-17,03:51:51,20:14:41,4,117,55
2018-04-27,16:01:14,20:36:59,8,199,85
2018-01-13,09:34:00,20:02:06,8,55,41
2017-10-19,18:42:39,18:18:01,9,163,46
2019-08-06,00:25:32,21:41:07,4,66,30
2018-06-04,15:44:35,15:43:24,7,171,99
2017-10-28,16:38:17,13:59:59,4,193,4
2017-04-21,16:47:56,01:26:00,11,56,92
2018-01-02,09:05:12,00:11:42,1,31,44
2016-03-25,00:46:50,06:16:28,10,81,34
2018-02-12,14:27:51,23:53:58,14,123,79
2017-06-14,10:09:12,23:54:01,8,76,63
2018-11-04,01:19:30,18:55:06,11,64,61
2019-05-30,00:16:42,13:47:52,13,10,14
2019-03-04,23:48:46,02:11:29,1,54,73
2015-12-07,06:44:39,01:09:26,11,197,61
2018-02-12,06:07:21,20:53:26,5,198,94
2017-06-27,14:59:29,13:30:21,8,199,97
2017-05-02,07:35:27,01:28:06,12,59,84
2019-10-01,01:24:23,22:20:41,13,101,96
2019-03-22,16:01:57,04:44:06,13,137,89
2016-01-08,09:46:11,07:52:14,5,28,46
2017-08-18,08:40:31,12:46:37,12,59,48
2017-07-15,05:11:53,21:13:43,4,84,31
2016-12-04,01:56:51,01:26:37,6,66,28
2017-06-01,22:58:09,01:42:48,2,71,34
2017-01-05,12:34:37,10:53:36,6,100,85
2017-11-30,01:42:23,04:37:13,2,110,91
2015-12-07,16:58:14,07:55:04,6,89,73
2016-07-02,05:04:25,01:34:28,3,180,61
